微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
IBasTcoHC,#徐州生活# 【再见了，2020年的3月】#3月最后一天#，这个月，过的也并不容易，但一切都在渐渐好转。方舱谢幕，援鄂医护陆续踏上归程，武汉地铁运营，人员开始复工，湖北解封。我们都知道，是无数个你，用坚守和努力，于寒冬深处拼出了这个春天。#2020过去3个月了#，期待一个更好的未来，阴霾会散，我们，必胜！  [组图共9张] 原图 ,,"http://ww2.sinaimg.cn/large/d17838b9gy1gdd3msf0afj20j60xg784.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gdd3msh2brj20j60xgjvn.jpg,http://ww4.sinaimg.cn/large/d17838b9gy1gdd3msfpvtj20j60xg0w9.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gdd3mshj95j20j60xgaff.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gdd3msj1gtj20j60xgtf3.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gdd3mshzvsj20j60xg434.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gdd3mspuehj20j60xggoy.jpg,http://ww4.sinaimg.cn/large/d17838b9gy1gdd3msm5hgj20j60xgn0b.jpg,http://ww4.sinaimg.cn/large/d17838b9gy1gdd3msnzqkj20j60xg0wd.jpg",无,无,2020-03-31 17:00,微博 weibo.com,5,3,0
IBa4xg2V1,#徐州发布# 【刚刚，徐州这个小区收房就拿证！】刚刚，华润凯旋门三期业主收房现场就拿到了产权证。这是2019年底，徐州在全省乃至全国率先推出的一项利企便民新举措。“交房即发证”是指：新建商品房等项目组织交房时，在相关准备工作完成的前提下，不动产登记机构与税务、金融机构等部门联动，在交房现场为提出申请的购房人办理不动产登记、颁发不动产权证书，实现购房人收房同时即可领取产权证书。 原图 ,,http://wx1.sinaimg.cn/large/d17838b9gy1gdd5l2ol73j20u04i14qp.jpg,无,无,2020-03-31 16:00,微博 weibo.com,4,2,4
IB9Oiuwp5,#重点关注# 【徐州10个全国制造业“单项冠军”，他们做了什么，为什么值得关注?】3月25日14时30分，伴随最后一道工序完成，徐工“第二十万台”轮式起重机XCT85缓缓驶出厂房，融入新品车队，驶向更广阔的市场。作为2017年首批国家级制造业“单项冠军”企业，为打造高质量的起重机产品，徐工重型机械有限公司在生产过程中全面实现智能制造、在线检测、数字化控制。2020年，徐工起重机给自己定了一个目标——百吨级以上全地面起重机追赶国际标杆，轮式起重机板块冲刺世界第一。制造业单项冠军企业，是指长期专注于制造业某些特定细分产品市场，生产技术或工艺国际领先，单项产品市场占有率位居全球前列的企业。自2017年公布首批名单以来，工信部和中国工业经济联合会共公布了四批、256家制造业单项冠军企业和单项冠军产品，徐州共有10家入选，在全国地市级城市中名列前茅。 http://t.cn/A6ZS7O0k ,,无,无,无,2020-03-31 15:20,微博 weibo.com,5,2,0
IB9tE8kmy,【送别！#车辆鸣笛致哀西昌山火牺牲勇士#】3月31日，西昌山火致19人不幸遇难，其中18名为打火队员，1名为当地向导。在牺牲人员的遗体被运往西昌市殡仪馆时，沿途车辆鸣笛致哀 ，送别牺牲勇士。一路走好！（人民日报记者宋豪新）人民日报的微博视频  ,,无,无,无,2020-03-31 14:29,微博视频号,24,1,5
IB9hPknal,#徐州发布# 【快讯 | 2020年徐州市农业农村重大项目集中开工仪式举行】今天上午，2020年徐州市农业农村重大项目集中开工仪式在睢宁县100万头生猪屠宰项目开工现场举行。共有17个项目参加集中开工，其中现代种养项目2个，农产品加工流通项目7个，农业现代服务项目5个，农业基础设施项目2个，农村人居环境改善项目1个，总投资59.88亿元。 原图 ,,http://wx3.sinaimg.cn/large/d17838b9gy1gdd282w4wxj20m50cj7h8.jpg,无,无,2020-03-31 14:00,微博 weibo.com,4,2,0
IB8nAtgUY,【#高考确认延期#！考试时间为7月7日至8日】2020#高考延期至7月# 经党中央、国务院同意，2020年全国普通高等学校招生统一考试（以下简称“高考”）延期一个月举行，考试时间为7月7日至8日。具体科目考试时间安排为:7月7日，语文9:00至11:30；数学15:00至17:00。7月8日，文科综合/理科综合9:00至11:30；外语15:00至17:00。湖北省、北京市可根据疫情防控情况，研究提出本地区高考时间安排的意见，商教育部同意后及时向社会发布。@人民日报 原图 ,,http://wx4.sinaimg.cn/large/d17838b9gy1gdcym9kyr4j20j60vrgn6.jpg,无,无,2020-03-31 11:41,微博 weibo.com,19,3,6
IB8eSBbHe,#重点关注# 【定了！睢宁新增一条南北向铁路！】大徐近日从我市交通部门获悉，睢宁县交通运输局已与中铁上海设计院对接苏北西线货运铁路运输通道规划有关事宜，并积极推进项目前期研究。该项目实施后将加强鲁南、苏北、苏南三大区域之间的联系，并建立与邻省山东、安徽、上海等地沟通的区域性铁路干线网络。据了解，苏北西线货运铁路运输通道从山东枣庄引出，经台儿庄、邳州、睢宁、沙集、宿迁西、泗洪东、盱眙西，接上既有的京沪线安徽明光站，通道新建线路全长198千米，项目计划总投资83.1600亿元，目前正在开展前期路线方案研究。据介绍，苏北西线货运铁路运输通道规划将在全省“三纵四横”路网主骨架的基础上，构筑完善的区域间通道，规划建设支持地方国土与资源开发的地方铁路，加强鲁南、苏北、苏南三大区域之间的联系，并建立与邻省山东、安徽、上海等地沟通的区域性铁路干线网络，可形成华东地区协调联动，共同发展的新局面。 [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/d17838b9gy1gdcx1xo0nqj21680u0wn0.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gdcx1xmogxj20yy0rkdml.jpg",无,无,2020-03-31 11:20,微博 weibo.com,9,1,1
IB7YDytCW,#徐州生活# 【@徐州人，301县道实行交通限制】因贾汪区301县道江庄段（K0+100M-K2+900M）道路改造工程施工的需要，为保施工顺利进行和道路交通安全，依据《中华人民共和国公路法》和《中华人民共和国道路交通安全法》有关规定，徐州市贾汪区交通运输局和徐州市交通警察支队贾汪大队决定:自2020年3月29日至2020年5月31日对301县道K0+100M-K2+900M（江庄段）南半幅实施交通限制，半幅封闭施工，半幅双向通行。请过往车辆、行人按照交通标志指示减速慢行，确保安全。特此通告。 原图 ,,http://wx4.sinaimg.cn/large/d17838b9gy1gdcuz5h3e4j20b40augm0.jpg,无,无,2020-03-31 10:40,微博 weibo.com,5,3,0
IB7Ippsq0,#交通出行# 【今天，大马路桥通车啦！徐州这座百年老桥旧貌换新颜】我市城建重点工程再传捷报——备受市民关注的迎春桥（大马路桥）改造工程圆满完工，于今日正式通车，这标志着该区域原来交通拥堵的现象将得到极大改善，为居民出行和安全提供保障。（L9407）迎春桥（大马路桥）位于鼓楼区大马路跨越故黄河处，为我市城建重点工程。西起大马路与黄河西路交叉口，向东上跨故黄河，终点至大马路与黄河东路交叉口，新建3×20米简支板梁桥。原桥12米宽，改建后道路长度为139.96米，宽度27.5米，双向4车道。按城市支路标准，设计速度30KM/小时。为保障桥下船只安全通行，桥体较原桥有所抬高。据我市文史专家李世明先生介绍，迎春桥于1905年兴建于黄河渡口之上，为五孔石桥，因岸上有迎春池而得名，又因紧邻大马路被称为大马路桥而被市民所熟知，后经几次重修。1964年大马路桥改建为3孔8.7米钢筋混凝土桥梁 ，1983年保留原桥西侧桥台和两座桥墩扩建为现状的5孔梁桥。原来该桥及附近路段交通十分拥堵，新桥落成后，将极大改善交通拥堵现象，为居民出行和安全保驾护航。 [组图共4张] 原图 ,,"http://ww3.sinaimg.cn/large/d17838b9gy1gdcuselkrnj21120oqe81.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gdcuseho2hj21120ookjl.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gdcuseodopj21120qyqv5.jpg,http://ww4.sinaimg.cn/large/d17838b9gy1gdcusevpr0j21120rsb2a.jpg",无,无,2020-03-31 10:00,微博 weibo.com,17,2,6
IB6VHwHQn,#徐州生活# 【线下线上齐发力，马庄香包又“香”起来了~】3月30日，大徐在马庄村香包销售大厅看到， 在工作人员的讲解介绍下，游客们正挑选着喜爱的香包款式。在大厅后面的仓库，工作人员正在对近期的香包订单逐一核对打包，发往全国各地。自3月18日马庄香包恢复线下销售以来，尽管游客有所减少，但马庄香包依旧深受人们喜爱，香包产业正在逐步复苏。自复工复产以来，马庄村实行香包产业居家复工模式，在疫情防控的同时有效保障香包生产，截至目前，线上已销售防疫香包2万余件，线下平均每日销售香包200件以上。下一步，马庄村还计划通过淘宝、抖音等移动平台推广香包产业。（编辑X5598） [组图共2张] 原图 ,,"http://ww4.sinaimg.cn/large/d17838b9gy1gdc6asou9ij20kt0ebn5m.jpg,http://ww1.sinaimg.cn/large/d17838b9gy1gdc6aspdhsj20kt09gjw9.jpg",无,无,2020-03-31 08:00,微博 weibo.com,6,1,0
IB6FsrTUw,#徐州生活# 【徐州市区2月份已征收社会保险费退费正在进行，咨询电话↓↓↓】我市社保部门目前针对徐州市区2020年2月份已征收社会保险费退费正在紧锣密鼓进行中。阶段性减免企业社会保险费政策执行后，参保单位2月份基本养老、基本医疗、失业、工伤保险多缴纳的费用，退费范围不包括减免政策执行期前补缴费用。单位无需申请，市社保经办机构以转账的方式将单位多缴纳费用直接退至参保单位原缴费银行账户。查询方式：参保单位可登陆“徐州市人力资源和社会保障网”(www.jsxzhrss.gov.cn)，点击“徐州人社公共服务平台”，注册后查询退费金额等相关明细信息。因退费资金通过银行系统支付需要3至5个工作日到账，查询后敬请等待。提醒：部分单位存在可能因银行账户不清晰等原因造成退费未成功的情况。如参保单位未收到退费到账信息，请联系税务部门补充提供相关信息。信息完善后请参保单位耐心等待，市社保经办机构将根据税务部门提供的详细信息及时做好退费工作，确保参保单位享受阶段性减免政策不受影响。市区咨询电话：社保 12333 、税务 12366、医保 80806921县区咨询电话：丰县: 89215328  沛县: 89670060  睢宁:   68068818  邳州:86223421  新沂: 88923447   铜山:68936532 （编辑X5598） 原图 ,,http://wx4.sinaimg.cn/large/d17838b9gy1gdc6fjpqhcj20ds06s3yn.jpg,无,无,2020-03-31 07:20,微博 weibo.com,12,7,4
IB6lagC5m,#早安徐州# 早上好，今天早起的你，精气神有没有恢复百分百？新的一天，加油！（编辑X5598）  原图 ,,http://wx4.sinaimg.cn/large/d17838b9gy1gdc6kl06boj20u01hcane.jpg,无,无,2020-03-31 06:30,微博 weibo.com,14,1,3
IB3ovvYX3,#晚安徐州# 春天，吹来了城市复苏的信号。这座城市里所有的景象，都显得那么生机勃勃。公园里那些踏春赏花的身影，餐厅里那些香气诱人的菜肴，工地上那些马力全开的机械……我们熟悉的徐州，正在回来。早点休息，晚安（编辑X5598）  原图 ,,http://wx1.sinaimg.cn/large/d17838b9gy1gdc6q8msgwj20j60cc76n.jpg,无,无,2020-03-30 23:00,微博 weibo.com,14,0,3
IB33p7i3O,【一体推进追逃防逃追赃 #天网2020行动正式启动#】3月30日，中央反腐败协调小组国际追逃追赃工作办公室作出部署，启动“天网2020”行动。根据行动安排，国家监委牵头开展职务犯罪国际追逃追赃专项行动，最高人民法院牵头开展犯罪嫌疑人、被告人逃匿、死亡案件追赃专项行动，公安部牵头开展“猎狐”专项行动，中国人民银行会同公安部等相关部门开展预防、打击利用离岸公司和地下钱庄向境外转移赃款专项行动，中央组织部会同公安部等开展违规办理和持有因私出国（境）证件治理工作。http://t.cn/A6ZiZ0ae（编辑X5598） 原图 ,,http://wx1.sinaimg.cn/large/d17838b9gy1gdc5nharowj20j60bzgnl.jpg,无,无,2020-03-30 22:08,微博 weibo.com,8,0,1
IB2BNDqwN,#徐州发布# 【中共徐州市委第十二轮巡察暨安全生产领域专项巡察公告】为进一步加强党的领导，强化各级党组织管党治党的政治责任，推进全面从严治党向基层延伸，按照市委统一部署和巡察工作领导小组安排，定于2020年3月27日至5月29日，对市委机构编制委员会办公室、市退役军人事务局、市总工会（市教育工会委员会、江苏省工人徐州疗养院）、团市委、市妇联、市信访局、徐州报业传媒集团（徐州日报社、徐州报业传媒有限公司）、市政务办（市公共资源交易中心）、市统计局、市工商联、市医疗保障局、市红十字会、市科协、市文联、市社科联、市侨联开展巡察；对市体育局（市体育运动学校、市体育中心）、市供销合作总社开展巡察“回头看”；对各县（市）区、徐州经济技术开发区、徐州高新区安全生产委员会办公室，市发改委、市工信局、市住建局、市交通运输局、市商务局、市市场监管局开展安全生产领域专项巡察。（编辑X5598） 原图 ,,http://wx2.sinaimg.cn/large/d17838b9gy1gdc64utdw0j20rs0bun55.jpg,无,无,2020-03-30 21:00,微博 weibo.com,7,1,1
IB2ncvyqP,#徐州生活#【 #徐州发布# 我市清明期间有序开放公墓现场祭扫活动】经市新型冠状病毒感染的肺炎疫情防控应急指挥部研究同意，综合疫情防控和森林防火等要求，并尽最大努力满足群众清明节祭扫需求，我市各公墓从即日起有序开放现场祭扫活动。今年清明期间祭扫工作有关事项作如下安排：① 全市各公墓实行限制性开放，推行预约错峰祭扫，可以扫二维码预约或电话预约（附后）。禁止组织公祭及其他自行组织的群体性活动，坚决避免大规模人员聚集。② 全市暂不开放骨灰堂、殡仪馆等室内祭扫设施。继续暂停开展集中守灵、告别、祭奠等人员聚集活动。③ 徐州市民政局网站继续开设网上祭扫通道，提倡网上祭扫、鲜花祭扫等文明祭扫方式。④ 提倡不跨区域祭扫，所有进入公墓的祭扫人员要测量体温、全程佩戴口罩，出示预约码、彭城码，有发热、咳嗽等症状的人员禁止进入墓园。凭墓穴证每证不超过3人入园。各殡葬服务机构要做好祭扫人员引导、分流和墓区环境每日消毒工作。⑤ 严密做好墓区防火工作，倡导文明祭扫，不焚烧纸箔，继续开展“鲜花换纸箔”活动。⑥各地、各单位要主动协调公安、城管、交通运输、消防救援、森林防火等单位，共同做好有序祭扫工作。⑦ 各公墓清明祭扫开放时间自通知之日起至4月4日（清明节），每天8:00-16:00。预约电话与二维码见配图↓↓↓（编辑X5598） [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/d17838b9gy1gdc83kmnsjj20j80l0gni.jpg,http://ww3.sinaimg.cn/large/d17838b9gy1gdc83kiw59j209g0au0t8.jpg",无,无,2020-03-30 20:24,微博 weibo.com,1,0,3
IB2dsfa4l,#徐州生活# 【继续免费！清明长假江苏高速出行服务指南出炉】3月30日，江苏省发布2020年清明节江苏高速公路出行服务指南。根据新冠肺炎疫情防控需要，经国务院同意，从2020年2月17日0时起至疫情防控工作结束，所有依法通行收费公路的车辆免收收费公路车辆通行费，清明期间，预计疫情形势有所好转，但疫情防控工作尚未结束，仍处于免费时段。清明期间，受新冠肺炎疫情防控影响，全省高速公路路网日均出口流量预计达到300~310万辆/日，出行前请提前做好出行规划和个人防护，检查车辆状况。出现交通事故等突发情况时，及时拨打110、96777、12328客服热线求助。（编辑X5598） [组图共2张] 原图 ,,"http://ww3.sinaimg.cn/large/d17838b9gy1gdc621ggdkj20eb05zq30.jpg,http://ww2.sinaimg.cn/large/d17838b9gy1gdc624tswzj20hv0abq3y.jpg",无,无,2020-03-30 20:00,微博 weibo.com,4,0,0
