微博id,微博正文,头条文章url,原始图片url,微博视频url,发布位置,发布时间,发布工具,点赞数,转发数,评论数
Izm0MhiEK,【燃！#武汉交警开路送行江苏医疗队# 获回赞：很帅！很安心！】3月19日，又一批江苏援鄂医疗队班师回程，武汉交警警车开道，护送队员们前往机场。出发前，医疗队员秒变迷弟迷妹，纷纷和帅气的交警合影留念，护士小姐姐说：有他们开路，返程路上会更加安心！JSTV荔枝视频的秒拍视频  ,,无,无,无,2020-03-19 18:43,微博视频号,20,3,1
Izl8ShItL,【涉及6条线路，常州地铁第二期规划建设环评】本期建设规划环境影响评价对象包括6条线路，共85.7km，设站65座，分别为5号线、6号线一期、1号线北延、1号线南延、2号线西延和2号线东延。工程概况如下：     ①5号线：5号线工程起自西太湖科技城的揽月湾，终于郑陆镇东青，是一条穿越城市中心的斜向放射型线路。线路自西向东串联了天宁区、新北区、钟楼区、武进区、途经天宁融合发展区、东经120地区、火车站片区、江南商场、花园片区、皇粮浜、牛塘、苏澳园等重要区域和节点。线路全长31.4km，均为地下线，设站25座，全线设1座车辆段和1座停车场。     ②6号线一期：6号线一期工程起自沿江城际武进站，终于黄河路与建业路路口建业路站，线路串联了沿江城际武进站、科教城、丽华片区、紫云片区、东经120地区、恐龙园、新北中心区、薛家等重要区域与节点。线路全长34.0km，均为地下线，设站25座，全线设1座车辆段和1座停车场。     ③1号线北延：1号线北延起自一期工程终点森林公园站，出站后线路沿长江路向北走行，至新民路交叉口设终点站春江站。线路全长3.5km，均为地下线，设车站2座。     ④1号线南延：1号线南延起自常州南站，出站后线路沿南湖路向西，于凤栖路交叉口转向北走行，过镜湖路路口后接入一期工程南夏墅站，与一期工程贯通。线路全长3.2km，共设2座车站，1座高架站、1座地下站。     ⑤2号线西延：2号线西延线起自邹区镇鹤溪站，主要沿振中路——东方大道——棕榈路——童子河西路——星港路走行，终至一期工程青枫公园。线路长约8.6km，均为地下线，设7座车站，设停车场1座。     ⑥2号线东延：2号线东延线起自一期工程五一路站，主要沿东方大道——兴东路——规划戚横路走行，终至沪宁城际铁路戚墅堰站。线路长度约5.0km，均为高架线，设4座车站。 原图 ,,http://wx2.sinaimg.cn/large/9bf793c7gy1gczbj46508j20i40e379a.jpg,无,无,2020-03-19 16:30,搜狗高速浏览器,36,12,50
Izj2uc6Zq,【田家炳初中、市实验小学两校进行一体化改造】市自然资源和规划局日前公示田家炳初级中学与市实验小学一体化改造项目规划。另据招标公告，该项目主体工程招投标已经结束，计划竣工时间为2021年12月30日。该项目位于菱蒲巷以东、晋陵中路以西、青果巷以北，用地面积约1.94万平方米，建筑面积约4.07万平方米，保留实小原建筑面积2930.16平方米。两所学校，历史悠久，位置相邻，都面临场地紧张、校舍更新等问题，两校一体化改造方案响应了国家充分集约利用土地的宗旨，采用共享空间的设计理念，项目南侧田中教学用房，北侧为实小教学用房，中间为共用部分，其中地下室局部夹层和二层为立体200米的运动场，共用部分还包含两校的厨房、餐厅、图书馆、音乐教室和600人的报告厅。建筑风格采用现代建筑形式，结合明清江南传统建筑元素，简约开放、个性鲜明，将青果文化融入学校环境和景观。 ,,无,无,无,2020-03-19 11:09,搜狗高速浏览器,8,1,1
IziRLlQZe,#微直播# ◆昨天，市政府新闻办举行《常州市关于提高技术工人待遇的实施意见》解读新闻发布会。今年1月21日，市委办公室、市政府办公室印发了《常州市关于提高技术工人待遇的实施意见》，进一步激发技术工人的积极性、主动性和创造性，引导更多有志青年走技能就业、技能成才之路。《实施意见》重点围绕政治、经济、社会“三个待遇”，针对技术工人培养、评价、使用、激励和保障等广大工人关心的利益问题，通过两个“加强”、五个“支持”、三个“推动”，将政策性意见具体化、标准化，确保可操作、可落地。http://t.cn/A6zHjqcj 原图 ,,http://wx1.sinaimg.cn/large/9bf793c7gy1gcz1hcspeyj21400u0u0y.jpg,无,无,2020-03-19 10:42,搜狗高速浏览器,5,1,0
IziKec1GP,#微直播# 昨天，小布从我市召开的新闻发布会上获悉，市人社局、财政局日前出台《关于落实失业保险稳岗返还政策的通知》，对符合条件的企业启动失业保险稳岗返还工作，以减轻企业负担，支持企业稳定就业岗位。据了解，我市自2015年以来连续多年实施失业保险稳岗返还政策。今年新政实施后，预计全市稳岗返还支出总额约3.42亿元，惠及企业4.62万家。http://t.cn/A6zH0Rbe 原图 ,,http://wx4.sinaimg.cn/large/9bf793c7gy1gcz0y2qe96j20k00dc415.jpg,无,无,2020-03-19 10:24,搜狗高速浏览器,1,0,0
IziEPp8MF,【陈金虎：推进水环境治理重现江南水乡风韵】18日下午，代理市长陈金虎专题调研水环境治理工作。他指出，水环境治理事关生态改善，事关民生福祉。各级各部门要站在对百姓负责的高度，以更高标准、更大力度推进水环境治理，着力打造河畅水清岸绿景美的宜居环境，让常州重现江南水乡风韵。  ,,无,无,无,2020-03-19 10:10,搜狗高速浏览器,1,1,4
IzilasqUH,【省安全生产督导组下沉溧阳督导】3月17-18日，省安全生产第四督导组组长、省人大监察和司法委员会主任委员莫宗通率督导组对溧阳市开展调研督导。督导组充分肯定溧阳市安全生产工作取得的成效，并提出四点要求：要进一步认清安全生产督导工作的重要意义；要进一步抓好国务院督导组反馈问题的整改落实；要进一步健全责任体系，深入开展专项整治；要进一步加强复工复产安全防范措施，处理好疫情防控与安全防范的关系、保安全与复产复工的关系、监管执法与指导服务的关系。 ,,无,无,无,2020-03-19 09:22,搜狗高速浏览器,5,0,1
IzbGErCdp,【#362名黄石市荣誉市民#的笑脸！这个视频很长，但值得全部看完】17日，湖北黄石授予江苏援黄医疗队362名队员“黄石市荣誉市民”称号。衣白褂、破楼兰，防护服下、护目镜后，一双双坚定的眼眸已熟悉。戳视频↓看362名医疗队员的笑脸，终于认识你！新华日报的微博视频  ,,无,无,无,2020-03-18 16:26,微博视频号,14,1,0
IzbiJ7kUV,【总额3.42亿 常州出台失业保险稳岗返还新政】市人社局、财政局日前出台《关于落实失业保险稳岗返还政策的通知》，对符合条件的企业启动失业保险稳岗返还工作，以减轻企业负担，支持企业稳定就业岗位。我市自2015年以来连续多年实施失业保险稳岗返还政策。今年新政实施后，预计全市稳岗返还支出总额约3.42亿元，惠及企业4.62万家。 ,,无,无,无,2020-03-18 15:27,搜狗高速浏览器,0,0,1
IzaKstBZs,【陈金虎主持召开企业上市工作座谈会】昨天上午，代理市长陈金虎主持召开全市企业上市工作座谈会，分析形势，梳理问题，谋划支持企业上市的政策措施，推动企业上市工作迈上新台阶，加快打造资本市场有影响力的常州板块。在听取全市企业股改上市工作情况汇报和各相关部门意见建议后，陈金虎指出，企业上市是一个企业发展水平的综合体现，也是一个地区经济实力和竞争能力的重要标志。要肯定成绩、正视不足，增进做强做优常州板块的思想共识。各地各部门要坚持问题导向，以更高定位、更高要求，树立加快企业上市的强烈意识和责任担当，努力在新政策机遇中把更多的常州企业推到资本市场上去。 ,,无,无,无,2020-03-18 14:02,搜狗高速浏览器,2,0,1
Iz9jQbmGq,【#江苏援湖北首批医疗队返苏# ：“如果以后武汉江夏人民有需要，我们仍然义不容辞！”】3月17日，首批援鄂江苏医疗队将班师凯旋，这也是他们来武汉的第50天。当地举行了简短的送别仪式。第二批江苏援湖北医疗队领队顾寿永表示，“如果以后武汉江夏人民有需要，我们仍然义不容辞！”据了解，江苏首批撤离的医疗队的所有物资，包括防护口罩、防护服、正压呼吸机等医疗物资，都捐献给当地，为留在武汉的各医疗队提供物资保障。 http://t.cn/A6zOQtCf ,,无,无,无,2020-03-18 10:24,微博视频号,24,5,0
Iz8OK1S78,【国际奥委会公报：东京奥运会如期举行】#国际奥委会称东京奥运会如期举行# 国际奥林匹克委员会（IOC）17日发公报指出，计划如期举行东京奥运会，此刻任何揣测只会适得其反，IOC鼓励所有运动员继续全心全意备战奥运。  原图 ,,http://wx3.sinaimg.cn/large/9bf793c7gy1gcxt4a4rrwj20fa0dn3yw.jpg,无,无,2020-03-18 09:07,搜狗高速浏览器,2,0,0
Iz2bJ89lK,【常州汽车客运北站将于明日正式恢复运营】为进一步方便旅客出行，常州汽车客运北站（常州市新北区长江北路506号）于2020年3月18日正式恢复运营，这是继常州汽车客运总站恢复运营的第二个客运站，其他三个客运站也在积极做好恢复运营的准备。常州汽车客运北站恢复运营后将开行31条班线，日发80余班，其中配载60余班，始发20余班。 ,,无,无,无,2020-03-17 16:15,搜狗高速浏览器,4,4,2
Iz1PvvqnS,【常州13家企业成为全省第一批产教融合型试点企业】近日，江苏省第一批共81家产教融合型试点企业名单公布，常州有13家企业入围，数量居全省第一。入围的13家试点企业分别是：今创集团、恒立液压、天正工业、幸福天年养老、快克智能装备、钢锐精密机械、中盐金坛盐化、灵通展览、华利达服装、新誉集团、环亚医用科技、中车戚研所和华威电子。 ,,无,无,无,2020-03-17 15:20,搜狗高速浏览器,10,1,0
Iz1smkcoA,【感动！#41支国家医疗队返程回家#】17日，41支国家医疗队3675人将踏上返程。这些天来，你们辛苦了，祝你们平安健康。春暖花开，英雄凯旋！人民日报的微博视频  ,,无,无,无,2020-03-17 14:23,微博视频号,19,1,2
Iz1h4zxCY,#国内成品油价今将大幅下调#】国家发改委今天对外表示，按照2016年出台的《石油价格管理办法》规定，国内汽、柴油最高零售价根据国际原油价格变化，每10个工作日调整一次。从近10个工作日看，国际油价大幅下跌，平均水平已跌破每桶40美元调控下限，国内成品油价格将按机制自今日24时起大幅下调至对应40美元的水平，低于40美元部分不再下调。 ,,无,无,无,2020-03-17 13:55,搜狗高速浏览器,3,0,0
IyZXfjDgI,【1月份全市查处违反中央八项规定精神问题35起】今年1月，按照中央纪委国家监委调整违反中央八项规定精神问题数据统计指标的统一部署，市纪委将查处形式主义、官僚主义问题数据纳入发布范围，并优化调整查处享乐主义、奢靡之风问题的数据指标，推动作风建设在新时代向纵深发展。2020年1月，全市查处违反中央八项规定精神问题35起。 原图 ,,http://wx2.sinaimg.cn/large/9bf793c7gy1gcwpzq2kycj20os09y795.jpg,无,无,2020-03-17 10:34,搜狗高速浏览器,4,1,0
IyZu6nVgG,【齐家滨：扎实推进专项整治 打造城市景观走廊】3月16日，市委书记齐家滨调研高架沿线及中吴宾馆周边市容环境，主持召开专项整治工作会议指出，高架沿线市容环境是展现常州城市文明程度的重要“窗口”，要以严肃认真负责的态度，扎实做好整治工作，推动常态长效，努力打造安全畅通、环境优美、景观协调的城市景观走廊，为建设宜居美丽明星城提供重要支撑。 ,,无,无,无,2020-03-17 09:22,搜狗高速浏览器,4,0,8
